d,s,p,pop,hhs,fem_hhs,long,lat,km2,area,perimeter,T123,not_T123,light_gas_pc,light_gas_per_km,light_lpg_pc,light_lpg_per_km,light_biogas_pc,light_biogas_per_km,light_par_lantern_pc,light_par_lantern_per_km,light_par_tadooba_pc,light_par_tadooba_per_km,light_candles_pc,light_candles_per_km,light_firewood_pc,light_firewood_per_km,light_cow_dung_pc,light_cow_dung_per_km,light_grass_pc,light_grass_per_km,cook_elec_therm_pc,cook_elec_therm_per_km,cook_gas_pc,cook_gas_per_km,cook_lpg_pc,cook_lpg_per_km,cook_biogas_pc,cook_biogas_per_km,cook_par_lantern_pc,cook_par_lantern_per_km,cook_charc_pc,cook_charc_per_km,cook_firewood_pc,cook_firewood_per_km,cook_dung_pc,cook_dung_per_km,cook_grass_pc,cook_grass_per_km,waste_burn_pc,waste_burn_per_km,kitch_outside_built_pc,kitch_outside_built_per_km,kitch_make_shift_pc,kitch_make_shift_per_km,kitch_open_space_pc,kitch_open_space_per_km,pop_density,hhs_density,pop_per_hhs,T123_per_sqkm,not_T123_per_sqkm,T123_per_person,not_T123_per_person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KAMWOKYA I,1901,536,20.5,32.59243421,0.342744053,0.399447349,0.395975293,3.864472501,18.47137041,8.075637025,0.19,2.5,0,0,0.19,2.5,0,0,0.56,7.51,0.56,7.51,0,0,0,0,0,0,0,0,31.53,423.08,0,0,1.12,15.02,0.37,5.01,31.9,428.09,0.93,12.52,0,0,0,0,1.12,15.02,5.6,75.1,0,0,6.53,87.62,4759.08,1341.85,3.55,46.24,20.22,0.97,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KOLOLO IV,1917,545,27.9,32.59476278,0.323845738,1.564054613,1.550447144,5.881116026,33.49946693,19.96812135,0,0,0.18,0.64,0,0,0.55,1.92,0.37,1.28,1.83,6.39,0,0,0,0,0,0,0.18,0.64,15.78,54.99,0.18,0.64,0.18,0.64,1.1,3.84,21.83,76.08,2.2,7.67,0,0,0,0,4.04,14.07,9.54,33.25,0.55,1.92,5.69,19.82,1225.66,348.45,3.52,21.42,12.77,1.75,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KAMWOKYA II,18640,5869,32.5,32.58798723,0.34409228,0.514133358,0.509672227,3.45523886,9.942575057,7.414576991,0.05,5.84,0.02,1.95,0.1,11.67,3.19,363.72,2.76,315.09,11.23,1281.77,0.03,3.89,0,0,0,0,0.26,29.18,3.12,355.94,0.6,68.08,0.19,21.4,5.25,599.07,82.57,9425.57,1.14,130.32,0,0,0,0,3.24,369.55,10.07,1149.51,5.44,620.46,55.05,6284.36,36255.18,11415.33,3.18,19.34,14.42,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KISENYI III,4559,1216,33.3,32.57520956,0.303644273,0.237339699,0.235290541,2.439228117,11.54948171,5.439720252,0.08,4.21,0.08,4.21,0,0,3.21,164.32,3.62,185.39,7.81,400.27,0,0,0,0,0,0,0,0,1.15,58.99,0.08,4.21,0.08,4.21,2.71,139.04,88.32,4525.16,1.73,88.48,0,0,0,0,0.66,33.71,7.15,366.56,8.8,450.83,58.88,3016.77,19208.75,5123.46,3.75,48.66,22.92,0.25,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,CENTRAL DIVISION,KISENYI II,8329,2107,40.9,32.5731739,0.307131931,0.510012673,0.505612936,2.974182697,9.046471928,6.158687582,0,0,0.05,1.96,0.05,1.96,4.7,194.11,2.09,86.27,4.84,200,0.09,3.92,0,0,0,0,0.05,1.96,2.9,119.6,0.71,29.41,0.38,15.69,0.95,39.21,79.88,3299.92,1.57,64.7,0,0,0,0,1.99,82.35,14.43,596.06,6.07,250.97,46.04,1901.91,16330.97,4131.27,3.95,17.74,12.08,0.11,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MAKERERE I,8795,3491,39.7,32.5669699,0.343312767,0.792031543,0.785215732,4.790029545,16.81412049,8.481158212,0.09,3.79,0,0,0.06,2.53,2.52,111.11,1.98,87.12,3.58,157.82,0,0,0,0,0,0,0,0,6.85,301.76,1.55,68.18,0.52,22.73,20.17,888.85,53.51,2358.49,2.41,106.06,0,0,0,0,13.81,608.56,8.59,378.77,4.53,199.49,37.01,1631.25,11104.36,4407.65,2.52,21.23,10.71,0.19,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MAKERERE UNIVERSITY,5641,637,33.6,32.56617421,0.334153902,1.746997709,1.731968658,5.968951135,32.17625735,25.95600084,0.31,1.14,0,0,0,0,0.47,1.72,0.78,2.86,1.41,5.15,0,0,0,0,0,0,0.16,0.57,8.16,29.77,1.57,5.72,0,0,2.67,9.73,63.89,232.97,2.67,9.73,0,0,0,0,13.19,48.08,5.34,19.46,0.94,3.43,19.31,70.41,3228.97,364.63,8.86,18.42,14.86,0.57,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,BWAISE III,8183,2446,36.9,32.55813038,0.349867451,0.535491165,0.530899062,3.235310912,17.87342571,9.316905584,0,0,0,0,0.04,1.87,10.55,481.8,5.36,244.64,17.91,817.94,0.04,1.87,0,0,0,0,0.12,5.6,0.37,16.81,0.04,1.87,0.25,11.2,4.95,225.96,86.47,3949.64,3.97,181.14,0,0,0,0,15.99,730.17,13,593.85,6.42,293.19,43.05,1966.42,15281.3,4567.77,3.35,33.38,17.4,0.22,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,WANDEGEYA,7130,2585,42.2,32.57392769,0.33467008,0.360497309,0.35738648,3.139441963,10.49449291,5.96004252,0.12,8.32,0,0,0.39,27.74,1.43,102.64,2.79,199.72,13.5,968.11,0,0,0,0,0,0,0.85,61.03,3.64,260.75,0.12,8.32,0.27,19.42,6.11,438.28,61.74,4427.22,1.97,141.47,0,0,0,0,4.41,316.23,7.12,510.41,1.62,116.51,44.56,3195.59,19778.23,7170.65,2.76,29.11,16.53,0.15,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MULAGO II,14493,4769,38,32.57405187,0.344264758,0.502443501,0.498107647,3.121800506,10.58551295,6.143740608,0.02,1.99,0,0,0.04,3.98,4.47,423.93,3.33,316.45,8.47,804.07,0,0,0,0,0,0,0.04,3.98,2.16,205,0.08,7.96,0.75,71.65,5.16,489.61,77.5,7356.05,1.61,153.25,0,0,0,0,1.95,185.1,11.55,1096.64,3.19,302.52,59.05,5604.61,28845.03,9491.61,3.04,21.07,12.23,0.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MULAGO I,7181,1445,30.5,32.57938088,0.340246439,0.956254882,0.947985514,4.756310908,22.29818574,15.55078959,0.07,1.05,0,0,0,0,9.41,142.22,1.52,23.01,8.44,127.58,0,0,0,0,0,0,0.07,1.05,13.84,209.15,0.9,13.59,0.42,6.27,1.94,29.28,67.27,1016.47,1.73,26.14,0,0,0,0,19.86,300.13,27.96,422.48,3.6,54.38,23.11,349.28,7509.5,1511.1,4.97,23.32,16.26,0.31,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,MULAGO III,17429,5392,29.5,32.57906985,0.347809996,0.874449886,0.866888882,4.675599544,14.97126311,9.991812728,0.06,3.43,0.09,5.72,0.32,19.44,3.62,223,3.58,220.71,11.81,728.46,0,0,0,0,0.04,2.29,0.06,3.43,3.19,196.7,0.56,34.31,0.67,41.17,3.91,241.29,82.12,5063.76,1.28,78.91,0,0,0,0,11.37,701.01,10.44,643.83,6.95,428.84,50.06,3086.51,19931.39,6166.16,3.23,17.12,11.43,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,BWAISE I,19058,5256,30.2,32.56703422,0.35737079,0.943553445,0.935433488,3.904981587,24.33179171,13.57571073,0.04,2.12,0.27,14.84,0.06,3.18,6.22,346.56,3.6,200.31,8.83,491.76,0.02,1.06,0,0,0,0,0.02,1.06,0.93,51.93,0.08,4.24,0.32,18.02,3.33,185.47,83.69,4662.16,3.23,180.17,0,0,0,0,11.07,616.82,15.3,852.1,4.55,253.3,53.73,2992.94,20198.11,5570.43,3.63,25.79,14.39,0.13,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,KYEBANDO,44552,11907,27.7,32.58021819,0.357728184,3.119203937,3.09222127,7.930477493,60.80805434,35.17642265,0.07,2.56,0.02,0.64,0.08,3.21,5.74,219.29,3.11,118.62,9.3,354.9,0.02,0.64,0,0,0.03,0.96,0.07,2.56,1.86,70.85,0.13,4.81,0.27,10.26,2.95,112.53,84.82,3238.01,2.35,89.77,0,0,0.02,0.64,10.75,410.36,22.24,848.93,9.78,373.49,42.44,1619.96,14283.13,3817.32,3.74,19.49,11.28,0.14,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMPALA,KAWEMPE DIVISION,BWAISE II,18269,5225,31.1,32.55893967,0.356703236,0.788020684,0.78126085,3.96784022,22.44251969,10.30478787,0.04,2.54,0.02,1.27,0.1,6.35,5.34,354.05,1.49,98.98,5.84,387.05,0.06,3.81,0,0,0,0,0.08,5.08,0.69,45.68,0.11,7.61,0.21,13.96,4.34,288.06,83.6,5543,2.66,176.39,0,0,0,0,12.73,843.89,23.67,1569.76,2.93,194.16,52.15,3458.03,23183.4,6630.54,3.5,28.48,13.08,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
